nombre,correo,ciclo,carrera,codigo
Montana Dyer,montanadyer6918@utec.edu,6,Ingenieria ambiental,202231578
Ryan Hall,ryanhall@utec.edu,8,Ingenieria mecanica,202222335
Illiana Leblanc,illianaleblanc5406@utec.edu,3,Ingenieria mecanica,202232989
Salvador Molina,salvadormolina312@utec.edu,3,CS,202227314
Quinn Scott,quinnscott@utec.edu,7,Bioingenieria,202246256
Kadeem Lewis,kadeemlewis4048@utec.edu,1,CS,202390441
Gisela Ward,giselaward7917@utec.edu,3,Administracion de negocios,202146943
Lamar Jenkins,lamarjenkins@utec.edu,7,CS,202346339
Herman Nichols,hermannichols9051@utec.edu,5,Ingenieria quimica,202130074
Fallon Leach,fallonleach@utec.edu,2,Ingenieria mecanica,202129910
Otto Morgan,ottomorgan@utec.edu,2,Ingenieria electronica,202268764
Colorado Duffy,coloradoduffy@utec.edu,10,Administracion de negocios,202129495
Chanda Dominguez,chandadominguez220@utec.edu,10,Ingenieria ambiental,202158758
Flavia Curry,flaviacurry8361@utec.edu,9,CS,202388804
Lee Marks,leemarks735@utec.edu,5,Bioingenieria,202369314
Clementine Shepherd,clementineshepherd@utec.edu,5,Administracion de negocios,202377063
Brianna Wilcox,briannawilcox4482@utec.edu,9,Ingenieria industrial,202324871
Laurel Armstrong,laurelarmstrong@utec.edu,8,Ingenieria industrial,202336657
Zephania Weaver,zephaniaweaver@utec.edu,1,Ingenieria industrial,202344353
Gannon Jennings,gannonjennings930@utec.edu,9,Bioingenieria,202340417
Upton Duran,uptonduran4535@utec.edu,5,Ingenieria mecanica,202230279
Patrick Michael,patrickmichael@utec.edu,3,Ingenieria electronica,202215976
Kaitlin Macdonald,kaitlinmacdonald@utec.edu,4,DS,202194498
Gillian Reeves,gillianreeves3506@utec.edu,3,Ingenieria quimica,202371766
Nomlanga Sutton,nomlangasutton@utec.edu,2,Ingenieria de la energia,202177262
Keely Kelly,keelykelly4549@utec.edu,3,CS,202124043
Jenette Dyer,jenettedyer1672@utec.edu,4,Ingenieria quimica,202382034
Abraham Mcbride,abrahammcbride5138@utec.edu,2,Ingenieria mecanica,202193256
Imelda Sellers,imeldasellers8135@utec.edu,9,Ingenieria industrial,202301413
Donovan Johns,donovanjohns8179@utec.edu,4,Ingenieria mecatronica,202258704
Shaeleigh Stafford,shaeleighstafford@utec.edu,8,Bioingenieria,202109126
Karly Norris,karlynorris@utec.edu,3,DS,202243943
Quintessa Walker,quintessawalker@utec.edu,9,DS,202244316
Regina Osborn,reginaosborn2834@utec.edu,3,Ingenieria ambiental,202172675
Tanisha Fischer,tanishafischer@utec.edu,4,CS,202259700
Drake Guy,drakeguy@utec.edu,8,Ingenieria electronica,202245672
Jemima Sawyer,jemimasawyer7373@utec.edu,1,Administracion de negocios,202368309
Daquan Tillman,daquantillman@utec.edu,9,Ingenieria de la energia,202385551
Victoria Herrera,victoriaherrera@utec.edu,5,Bioingenieria,202277530
Lucy Sims,lucysims5047@utec.edu,7,Ingenieria de la energia,202284537
Paki Dominguez,pakidominguez@utec.edu,6,Ingenieria mecatronica,202297091
Courtney Alston,courtneyalston4889@utec.edu,9,Ingenieria electronica,202385451
Jasmine Perez,jasmineperez7408@utec.edu,6,DS,202136931
Jordan Wilcox,jordanwilcox@utec.edu,9,Ingenieria ambiental,202217202
Berk Monroe,berkmonroe24@utec.edu,7,CS,202330998
Maia Chaney,maiachaney2498@utec.edu,5,Ingenieria electronica,202272302
Brennan Lyons,brennanlyons4971@utec.edu,5,Ingenieria quimica,202355246
Ora Salazar,orasalazar6550@utec.edu,5,Ingenieria mecanica,202324194
Jin Macdonald,jinmacdonald7258@utec.edu,10,Bioingenieria,202161552
Adena Ball,adenaball@utec.edu,2,Ingenieria ambiental,202304147
Beatrice May,beatricemay@utec.edu,4,Ingenieria industrial,202242983
Talon Lyons,talonlyons@utec.edu,4,Bioingenieria,202332565
Xenos Fuentes,xenosfuentes@utec.edu,5,Ingenieria quimica,202110262
Kim Thompson,kimthompson@utec.edu,7,Ingenieria mecanica,202208865
Moana West,moanawest@utec.edu,9,CS,202372408
Adele Sweeney,adelesweeney@utec.edu,10,Ingenieria quimica,202197744
Castor Witt,castorwitt@utec.edu,5,Ingenieria mecatronica,202366120
Regina Burch,reginaburch116@utec.edu,8,Ingenieria industrial,202176698
Mia Dennis,miadennis@utec.edu,9,Ingenieria quimica,202222325
Idola Harrington,idolaharrington@utec.edu,10,Administracion de negocios,202145782
Otto Whitaker,ottowhitaker3128@utec.edu,6,Ingenieria de la energia,202237869
Ignatius Benjamin,ignatiusbenjamin@utec.edu,6,Ingenieria electronica,202206046
Kieran Sampson,kieransampson@utec.edu,9,Ingenieria industrial,202234964
Shad Horn,shadhorn@utec.edu,7,Ingenieria mecanica,202352094
Macaulay Barker,macaulaybarker9631@utec.edu,6,Ingenieria ambiental,202231156
Claudia Madden,claudiamadden@utec.edu,2,Administracion de negocios,202168987
Dillon Barron,dillonbarron@utec.edu,1,Ingenieria de la energia,202132700
Thomas Martin,thomasmartin@utec.edu,2,Bioingenieria,202174445
Ulla Porter,ullaporter@utec.edu,6,Bioingenieria,202281802
Remedios Wyatt,remedioswyatt@utec.edu,8,CS,202291802
Justina Herrera,justinaherrera@utec.edu,2,Ingenieria quimica,202129308
Deanna Nunez,deannanunez3383@utec.edu,3,Ingenieria industrial,202297003
Len Keith,lenkeith1219@utec.edu,6,CS,202396608
Mariko Cervantes,marikocervantes3587@utec.edu,2,Ingenieria civil,202124652
Maite Hill,maitehill@utec.edu,2,Ingenieria mecanica,202290052
Melanie Horn,melaniehorn8699@utec.edu,7,Ingenieria electronica,202152292
Samson Allen,samsonallen6226@utec.edu,9,DS,202313453
Gwendolyn Winters,gwendolynwinters2584@utec.edu,10,Ingenieria electronica,202160959
Cairo Mayer,cairomayer@utec.edu,7,Ingenieria mecatronica,202110271
Winifred Joyce,winifredjoyce@utec.edu,1,Ingenieria quimica,202320237
Phyllis Cain,phylliscain6100@utec.edu,10,DS,202260000
Josiah Petersen,josiahpetersen7949@utec.edu,5,Bioingenieria,202332982
Britanney Mcclain,britanneymcclain1000@utec.edu,1,DS,202123633
Keane Hansen,keanehansen6912@utec.edu,1,Administracion de negocios,202307399
Barbara Hardin,barbarahardin@utec.edu,7,DS,202170063
Lillith Wheeler,lillithwheeler@utec.edu,4,Ingenieria de la energia,202104895
Eagan Spears,eaganspears@utec.edu,4,Ingenieria civil,202380101
Nero Bruce,nerobruce2845@utec.edu,5,Ingenieria civil,202386487
Ulysses Montoya,ulyssesmontoya3463@utec.edu,2,Ingenieria civil,202295433
Lani Farrell,lanifarrell@utec.edu,10,CS,202167471
Clark Montoya,clarkmontoya@utec.edu,10,DS,202166063
Melinda Goff,melindagoff@utec.edu,2,Ingenieria civil,202287632
Adena Lee,adenalee8536@utec.edu,10,Ingenieria electronica,202389761
Chelsea Evans,chelseaevans9481@utec.edu,2,Ingenieria electronica,202229486
Isabella Branch,isabellabranch8129@utec.edu,4,Administracion de negocios,202314029
Edward Coleman,edwardcoleman5551@utec.edu,8,Ingenieria de la energia,202181315
Sebastian Jordan,sebastianjordan@utec.edu,8,Ingenieria mecanica,202106392
Lois Melendez,loismelendez1696@utec.edu,9,Ingenieria ambiental,202319888
Imogene Cannon,imogenecannon@utec.edu,2,Ingenieria civil,202272364
Kiona Campbell,kionacampbell@utec.edu,2,Ingenieria mecatronica,202235581
Adam Scott,adamscott@utec.edu,10,Bioingenieria,202133083
Daniel Crane,danielcrane@utec.edu,7,Ingenieria mecatronica,202327271
Demetria Farmer,demetriafarmer770@utec.edu,2,CS,202307009
Hedwig Hanson,hedwighanson1135@utec.edu,3,Ingenieria quimica,202157863
Gannon Hicks,gannonhicks@utec.edu,6,CS,202327736
Myles Page,mylespage8507@utec.edu,8,Ingenieria mecatronica,202100941
Nayda Gallagher,naydagallagher@utec.edu,4,CS,202385075
Ishmael Burt,ishmaelburt5115@utec.edu,2,Ingenieria quimica,202138951
Whilemina Owens,whileminaowens@utec.edu,9,Ingenieria mecatronica,202266223
Acton Day,actonday@utec.edu,4,Administracion de negocios,202381416
Halee Fuller,haleefuller@utec.edu,7,Ingenieria electronica,202392084
Hanae Herring,hanaeherring1255@utec.edu,8,CS,202118211
Leandra Avila,leandraavila@utec.edu,9,DS,202392134
Kamal Blake,kamalblake6540@utec.edu,7,DS,202383341
Hayes Duran,hayesduran@utec.edu,1,CS,202371433
Kane Hutchinson,kanehutchinson@utec.edu,2,Ingenieria electronica,202250409
Vanna Bradford,vannabradford2727@utec.edu,8,DS,202246574
Lewis Rosario,lewisrosario@utec.edu,9,DS,202350113
Amir Rodriquez,amirrodriquez@utec.edu,9,DS,202192693
Remedios Mcclure,remediosmcclure@utec.edu,5,Ingenieria industrial,202130057
Colt Wynn,coltwynn@utec.edu,7,Ingenieria industrial,202130305
Rhea Blair,rheablair@utec.edu,2,Ingenieria industrial,202353552
Jelani Duke,jelaniduke@utec.edu,9,Ingenieria industrial,202118946
Galena Conrad,galenaconrad@utec.edu,9,Ingenieria electronica,202275992
Abel Bowen,abelbowen@utec.edu,9,Ingenieria mecatronica,202151224
Blake Wyatt,blakewyatt6481@utec.edu,3,Ingenieria de la energia,202109298
Lael Clements,laelclements4201@utec.edu,1,Ingenieria quimica,202382752
Alec Murphy,alecmurphy@utec.edu,7,Bioingenieria,202296411
Ronan Tyler,ronantyler@utec.edu,8,Ingenieria de la energia,202217778
Ann Dyer,anndyer286@utec.edu,10,Ingenieria mecatronica,202358132
Lunea Lowe,lunealowe@utec.edu,9,DS,202195144
Shaine Pugh,shainepugh@utec.edu,6,Ingenieria quimica,202302355
Griffin Powell,griffinpowell9139@utec.edu,6,Ingenieria de la energia,202211114
Merrill Freeman,merrillfreeman6791@utec.edu,1,Ingenieria electronica,202265791
Cally Harmon,callyharmon@utec.edu,10,Ingenieria ambiental,202385157
Angelica Curry,angelicacurry@utec.edu,9,Administracion de negocios,202329833
Basil Holcomb,basilholcomb@utec.edu,7,Ingenieria de la energia,202249696
Tanisha Rios,tanisharios8104@utec.edu,6,Ingenieria mecanica,202277527
Dane Joseph,danejoseph@utec.edu,3,Ingenieria electronica,202169958
Minerva Heath,minervaheath3362@utec.edu,2,Ingenieria industrial,202145912
Yuri Gibbs,yurigibbs@utec.edu,1,Ingenieria ambiental,202362862
Jacqueline Gilliam,jacquelinegilliam6936@utec.edu,4,Ingenieria de la energia,202101172
Celeste Zimmerman,celestezimmerman@utec.edu,5,Ingenieria ambiental,202295822
Kevin Dale,kevindale3971@utec.edu,2,Ingenieria industrial,202390655
Lesley Boyle,lesleyboyle5771@utec.edu,8,Administracion de negocios,202282798
Unity Bailey,unitybailey4390@utec.edu,4,Bioingenieria,202197695
Giacomo Morrow,giacomomorrow@utec.edu,5,Ingenieria civil,202268370
Alisa Perez,alisaperez5454@utec.edu,7,Ingenieria civil,202381565
Raja Lloyd,rajalloyd@utec.edu,7,Ingenieria de la energia,202135878
Wallace Carson,wallacecarson2845@utec.edu,2,Ingenieria electronica,202360341
Barry Rodriquez,barryrodriquez9050@utec.edu,7,DS,202174150
Kaitlin Fuentes,kaitlinfuentes@utec.edu,5,DS,202305611
Maxwell Hull,maxwellhull@utec.edu,10,Ingenieria civil,202271217
September Lee,septemberlee@utec.edu,3,Ingenieria de la energia,202196315
Kuame Harris,kuameharris3286@utec.edu,5,Ingenieria mecanica,202377421
Colt Hood,colthood4769@utec.edu,8,Ingenieria mecanica,202331871
Sonia Nelson,sonianelson@utec.edu,1,Administracion de negocios,202158489
Noah Cochran,noahcochran@utec.edu,9,Ingenieria electronica,202333961
Kasper Raymond,kasperraymond8654@utec.edu,9,Ingenieria industrial,202222248
Keiko King,keikoking7349@utec.edu,8,Ingenieria mecanica,202160182
Hammett Mclean,hammettmclean3716@utec.edu,6,Bioingenieria,202356707
Lillith Mcgee,lillithmcgee@utec.edu,3,Ingenieria quimica,202298545
Adam Sutton,adamsutton@utec.edu,3,Bioingenieria,202366429
Gary Kirby,garykirby2225@utec.edu,6,Ingenieria quimica,202333721
Xavier Farrell,xavierfarrell@utec.edu,1,Ingenieria quimica,202375572
Cole Coffey,colecoffey@utec.edu,9,Ingenieria mecanica,202280274
Tyler Erickson,tylererickson9841@utec.edu,7,Ingenieria industrial,202257413
Iona Barber,ionabarber@utec.edu,5,Administracion de negocios,202206558
Jemima Schultz,jemimaschultz9481@utec.edu,5,Ingenieria electronica,202387345
Ayanna Todd,ayannatodd1535@utec.edu,4,Ingenieria mecanica,202298430
Dora Ramsey,doraramsey@utec.edu,7,Ingenieria ambiental,202338249
Scarlett Hahn,scarletthahn504@utec.edu,4,Ingenieria mecanica,202167230
Christopher Wong,christopherwong1412@utec.edu,3,Ingenieria electronica,202186139
Leandra Robles,leandrarobles6160@utec.edu,10,Ingenieria electronica,202177080
Adara Walls,adarawalls8263@utec.edu,9,Ingenieria industrial,202213686
Haviva Alford,havivaalford@utec.edu,4,Ingenieria mecatronica,202288648
Lillith Byers,lillithbyers4026@utec.edu,6,CS,202359915
Guy Sanders,guysanders@utec.edu,8,Administracion de negocios,202225926
Orla Dale,orladale@utec.edu,9,Ingenieria electronica,202334580
Aline Dawson,alinedawson@utec.edu,8,Ingenieria de la energia,202195925
Olga Goff,olgagoff@utec.edu,8,Ingenieria quimica,202144791
Griffin Stein,griffinstein4027@utec.edu,10,Ingenieria industrial,202220925
Carson Lowery,carsonlowery964@utec.edu,5,Ingenieria ambiental,202135836
Acton Fields,actonfields770@utec.edu,3,DS,202291684
Yeo Farmer,yeofarmer@utec.edu,9,Ingenieria mecatronica,202263353
Graiden Hinton,graidenhinton7915@utec.edu,4,Ingenieria mecatronica,202388802
Brynne Crawford,brynnecrawford@utec.edu,4,Ingenieria mecanica,202202253
Dawn Maldonado,dawnmaldonado@utec.edu,6,DS,202106806
Celeste Henderson,celestehenderson1522@utec.edu,5,Ingenieria electronica,202106552
Colton Little,coltonlittle@utec.edu,9,Bioingenieria,202310477
Hamish Wilkerson,hamishwilkerson@utec.edu,9,Ingenieria ambiental,202371763
Merrill Dudley,merrilldudley5141@utec.edu,6,Ingenieria industrial,202154810
Nola Malone,nolamalone5703@utec.edu,1,Ingenieria electronica,202395452
Brenda Bennett,brendabennett3441@utec.edu,6,DS,202394063
Ahmed Mcconnell,ahmedmcconnell@utec.edu,1,Ingenieria industrial,202182266
Dean Rodgers,deanrodgers@utec.edu,6,DS,202168795
Veronica Villarreal,veronicavillarreal2030@utec.edu,3,Ingenieria quimica,202218552
Cecilia Morrow,ceciliamorrow9055@utec.edu,6,Administracion de negocios,202108869
Hedley Gonzalez,hedleygonzalez@utec.edu,6,Ingenieria mecanica,202205956
Deborah Mcclure,deborahmcclure@utec.edu,3,Ingenieria mecanica,202194650
Mona Franklin,monafranklin5217@utec.edu,6,Ingenieria quimica,202214159
Stacey Mcmahon,staceymcmahon9704@utec.edu,9,DS,202114596
Hector Barron,hectorbarron@utec.edu,3,DS,202127242
Alice Tanner,alicetanner6228@utec.edu,5,Ingenieria electronica,202163438
Brady Kemp,bradykemp@utec.edu,8,Ingenieria de la energia,202301579
Germaine Flynn,germaineflynn5807@utec.edu,7,Ingenieria industrial,202320231
Shoshana Castillo,shoshanacastillo3084@utec.edu,8,Ingenieria civil,202381843
Brady Hull,bradyhull1097@utec.edu,6,CS,202349148
Brenden Flores,brendenflores1806@utec.edu,2,Ingenieria electronica,202241889
Grant Bruce,grantbruce@utec.edu,6,CS,202319300
Harper Wise,harperwise@utec.edu,3,Ingenieria industrial,202192701
Wallace Pace,wallacepace@utec.edu,3,Administracion de negocios,202136413
Marny Chase,marnychase@utec.edu,3,Ingenieria quimica,202174983
Nash Warren,nashwarren2251@utec.edu,7,DS,202101818
Bruce Hood,brucehood@utec.edu,5,Bioingenieria,202383754
Barrett Mcclain,barrettmcclain1642@utec.edu,8,DS,202140388
Orli Goodman,orligoodman8989@utec.edu,6,Bioingenieria,202179102
Hadley Valentine,hadleyvalentine2789@utec.edu,6,Ingenieria industrial,202235204
Ignacia Hughes,ignaciahughes@utec.edu,2,CS,202361056
Hasad Gilliam,hasadgilliam7887@utec.edu,9,Bioingenieria,202230346
August Anderson,augustanderson@utec.edu,5,CS,202142850
Abra Ayala,abraayala@utec.edu,5,Ingenieria ambiental,202218276
Regina Foster,reginafoster@utec.edu,3,Ingenieria mecatronica,202250738
Lacy Albert,lacyalbert@utec.edu,8,Ingenieria de la energia,202116853
Tashya Conrad,tashyaconrad5114@utec.edu,2,DS,202229454
Edward Hill,edwardhill6335@utec.edu,6,Ingenieria de la energia,202239295
Kylan Mercer,kylanmercer7836@utec.edu,4,Ingenieria ambiental,202318471
Jacob Franks,jacobfranks562@utec.edu,3,Ingenieria quimica,202327128
Amos Gonzalez,amosgonzalez@utec.edu,6,Ingenieria ambiental,202228719
Jasper Caldwell,jaspercaldwell7287@utec.edu,10,Ingenieria electronica,202198566
Abel Snyder,abelsnyder@utec.edu,6,Ingenieria quimica,202302016
Brock Hansen,brockhansen2439@utec.edu,2,DS,202333588
Eagan Nicholson,eagannicholson5977@utec.edu,5,Ingenieria industrial,202133210
Melanie Hancock,melaniehancock@utec.edu,2,Ingenieria industrial,202213886
Blaze Gibson,blazegibson9929@utec.edu,7,DS,202211280
Keefe James,keefejames@utec.edu,6,CS,202378932
Victor Fernandez,victorfernandez5344@utec.edu,6,Bioingenieria,202129724
Inez Parks,inezparks@utec.edu,9,Ingenieria civil,202177916
Kylynn Potter,kylynnpotter@utec.edu,2,Ingenieria civil,202203246
Branden Hewitt,brandenhewitt1949@utec.edu,3,Ingenieria electronica,202152089
Hop Harding,hopharding9981@utec.edu,3,Bioingenieria,202341359
Evelyn Mcgee,evelynmcgee@utec.edu,4,DS,202353790
Jorden Brown,jordenbrown@utec.edu,3,Ingenieria de la energia,202197330
Travis Montoya,travismontoya@utec.edu,8,Bioingenieria,202267606
Hayes Weaver,hayesweaver@utec.edu,4,CS,202352627
Kasper Willis,kasperwillis@utec.edu,6,Ingenieria civil,202111432
Jacqueline Chase,jacquelinechase1400@utec.edu,2,CS,202195627
Neil Duke,neilduke1508@utec.edu,4,Ingenieria ambiental,202226195
Logan Gillespie,logangillespie7072@utec.edu,1,DS,202250026
Nicholas Bird,nicholasbird@utec.edu,2,Ingenieria ambiental,202196825
Kessie Vasquez,kessievasquez@utec.edu,1,Ingenieria quimica,202278189
Len Pitts,lenpitts7041@utec.edu,5,Ingenieria de la energia,202379633
Robert Leonard,robertleonard@utec.edu,4,Ingenieria civil,202309271
Aurelia Graham,aureliagraham@utec.edu,2,Ingenieria civil,202391401
Yoshio Zimmerman,yoshiozimmerman3259@utec.edu,5,Ingenieria de la energia,202269363
Miriam Harrison,miriamharrison@utec.edu,3,Ingenieria quimica,202395296
Cassandra Gallagher,cassandragallagher5318@utec.edu,6,Bioingenieria,202165445
Fulton Young,fultonyoung9572@utec.edu,8,DS,202241031
Fredericka Ray,frederickaray4610@utec.edu,2,Ingenieria quimica,202321311
Owen Pate,owenpate3878@utec.edu,5,Ingenieria quimica,202175381
Cedric Graves,cedricgraves@utec.edu,3,CS,202238997
Florence Tate,florencetate@utec.edu,2,Ingenieria electronica,202196735
Jocelyn William,jocelynwilliam@utec.edu,7,Ingenieria de la energia,202361312
Brenna George,brennageorge7170@utec.edu,7,DS,202288340
India Kelley,indiakelley@utec.edu,2,Bioingenieria,202399148
Gil Franks,gilfranks@utec.edu,3,Ingenieria civil,202256681
Chantale Mccullough,chantalemccullough@utec.edu,6,Ingenieria quimica,202186905
Xena Riddle,xenariddle7329@utec.edu,9,Ingenieria industrial,202232659
Kennedy Conway,kennedyconway3777@utec.edu,6,Administracion de negocios,202379257
Francis Macias,francismacias@utec.edu,9,Bioingenieria,202158769
Arsenio Day,arsenioday@utec.edu,6,Ingenieria electronica,202154449
Vernon Norman,vernonnorman@utec.edu,6,DS,202346034
Germaine Mcfadden,germainemcfadden4360@utec.edu,6,Administracion de negocios,202260876
Zeus Adkins,zeusadkins5030@utec.edu,6,Ingenieria de la energia,202175383
Shafira Massey,shafiramassey7295@utec.edu,6,Ingenieria electronica,202231658
Larissa Fleming,larissafleming7006@utec.edu,8,Ingenieria industrial,202360820
Ursula Sears,ursulasears@utec.edu,6,Ingenieria quimica,202344895
Hector Silva,hectorsilva@utec.edu,5,Ingenieria ambiental,202301887
Moses Powers,mosespowers6265@utec.edu,4,Ingenieria mecatronica,202191673
Zena Collier,zenacollier@utec.edu,1,Ingenieria mecatronica,202397104
Charissa Beard,charissabeard4894@utec.edu,6,Ingenieria electronica,202350398
Delilah Potter,delilahpotter2465@utec.edu,2,Ingenieria electronica,202281139
